23;11;24637;
23;12;27703;
23;13;21759;
23;14;28425;
23;15;19986;
23;16;26856;
23;17;16919;
23;18;17056;
23;19;11214;
23;20;12497;
23;21;8078;
23;22;2752;
23;23;0;
23;24;10216;
23;25;9015;
23;26;11242;
23;27;32182;
23;28;24380;
23;29;24811;
24;0;18034;
24;1;21287;
24;2;22486;
24;3;20080;
24;4;19243;
24;5;16674;
24;6;13038;
24;7;18156;
24;8;17022;
24;9;11121;
24;10;11041;
24;11;17839;
24;12;20905;
24;13;14961;
24;14;21627;
24;15;13189;
24;16;17582;
24;17;7645;
24;18;10258;
24;19;7580;
24;20;5819;
24;21;18206;
24;22;12810;
24;23;10265;
24;24;0;
24;25;2013;
24;26;4444;
24;27;25384;
24;28;17582;
24;29;18763;
25;0;18628;
25;1;21881;
25;2;23080;
25;3;20674;
25;4;19836;
25;5;17268;
25;6;13632;
25;7;18750;
25;8;17616;
25;9;11715;
25;10;11635;
25;11;18433;
25;12;21499;
25;13;15555;
25;14;22221;
25;15;13782;
25;16;18379;
25;17;8441;
25;18;10852;
25;19;8174;
25;20;6413;
25;21;17123;
25;22;11727;
25;23;9182;
25;24;1766;
25;25;0;
25;26;5038;
25;27;25978;
25;28;18176;
25;29;19357;
26;0;14630;
26;1;17883;
26;2;19082;
26;3;16676;
26;4;15839;
26;5;13270;
26;6;9634;
26;7;14752;
26;8;14745;
26;9;7717;
26;10;7637;
26;11;14435;
26;12;17501;
26;13;11557;
26;14;18223;
26;15;9785;
26;16;16942;
26;17;7756;
26;18;6854;
26;19;4561;
26;20;2415;
26;21;16834;
26;22;13618;
26;23;11220;
26;24;4425;
26;25;5304;
26;26;0;
26;27;21980;
26;28;14178;
26;29;15359;
27;0;14578;
27;1;17616;
27;2;18815;
27;3;16409;
27;4;12408;
27;5;17573;
27;6;21683;
27;7;21236;
27;8;24197;
27;9;19687;
27;10;15512;
27;11;8048;
27;12;5373;
27;13;10927;
27;14;8628;
27;15;14266;
27;16;20566;
27;17;23614;
27;18;18908;
27;19;21846;
27;20;20464;
27;21;27851;
27;22;32945;
27;23;31937;
27;24;25094;
27;25;25973;
27;26;21660;
27;27;0;
27;28;8754;
27;29;8974;
28;0;14067;
28;1;17320;
28;2;18519;
28;3;16113;
28;4;12616;
28;5;16148;
28;6;13964;
28;7;19082;
28;8;19075;
28;9;11914;
28;10;7739;
28;11;8093;
28;12;6038;
28;13;7186;
28;14;9047;
28;15;6344;
28;16;13918;
28;17;15692;
28;18;10987;
28;19;14073;
28;20;12691;
28;21;22729;
28;22;26562;
28;23;24164;
28;24;17321;
28;25;18200;
28;26;13887;
28;27;8549;
28;28;0;
28;29;9174;
29;0;5947;
29;1;8985;
29;2;10184;
29;3;7778;
29;4;3777;
29;5;8942;
29;6;13052;
29;7;12605;
29;8;15566;
29;9;13123;
29;10;8948;
29;11;1170;
29;12;4510;
29;13;4363;
29;14;16253;
29;15;11880;
29;16;19289;
29;17;20400;
29;18;12818;
29;19;15282;
29;20;13901;
29;21;19220;
29;22;24314;
29;23;24828;
29;24;18530;
29;25;19409;
29;26;15096;
29;27;8989;
29;28;9265;
29;29;0;
